Category,Global Warming,Acidification,Respiratory Effects,Eutrophication,Ozone Depletion,Smog,Primary Energy,Non-Renewable Energy,Renewable Energy,Fossil Fuel Energy
,(kg CO2 eq),(kg SO2 eq),(kg PM2.5 eq),(kg N eq),(kg CFC-11 eq),(kg O3 eq),(MJ),(MJ),(MJ),(MJ)
Total Building Component Flows,67110.6877489501,380.4034759638,89.9050188465,251.1446827318,0.0021633063,4981.6564479926,1042490.2308387468,924779.8455280652,19990.1837640868,707331.2133073399
Total Energy Flows,2015288.3176830192,5149.4084414817,350.1502214994,212.3294037144,0.0226370558,90654.5912069852,12111.372,12111.372,0.0,12111.372
Whole Building Total,2082399.0054319694,5529.8119174455,440.0552403459,463.4740864462,0.0248003621,95636.24765497781,1054601.6028387467,936891.2175280652,19990.1837640868,719442.5853073399

Category,Year,Global Warming,Acidification,Respiratory Effects,Eutrophication,Ozone Depletion,Smog,Primary Energy,Non-Renewable Energy,Renewable Energy,Fossil Fuel Energy
Total Energy Flows,4,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,5,9.1505558538553,0.05506174921653327,0.31893871046017225,0.0020301758727408895,3.0652620750848704e-08,1.0280002719510475,463.7982526973069,463.78085358266577,0.0,463.71687623688956
Total Energy Flows,5,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,6,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,7,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,7,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,8,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,9,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,10,646.583048610924,4.392600918970256,0.6929947921470068,7.716601578431151,4.4012901657971056e-05,40.91635020736273,8744.000577877134,8407.579242237694,336.40393652478025,1110.828221359096
Total Energy Flows,10,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,11,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,12,257.271096699,1.7211111532399999,0.171825496997,0.401020732676,5.353079770309999e-06,12.382182033,4248.777795644183,4086.0301097285437,162.74768591564,3910.0531928
Total Energy Flows,12,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,13,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,13,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,14,975.86572322096,4.8522868826862,0.9712301328236901,3.15177187420029,3.4471367787489695e-05,55.113027565538,14501.125626524105,13671.607636302591,829.5179902215136,12329.32153338
Total Energy Flows,14,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,15,317.7747696438553,1.4970482995165333,0.45660318413717227,0.9017960493927409,8.552306900520848e-06,16.633875052951048,5369.823095808992,5170.459820783551,199.3458759108,4922.19558923689
Total Energy Flows,15,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,16,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,16,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,17,2588.4558265722612,4.6740202243227875,0.6234035504826121,1.7644900897531994,4.232939186967296e-05,36.163518258206636,8626.522849745763,8064.738216721795,561.7846330239651,7016.909314673011
Total Energy Flows,17,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,18,1887.39132862404,15.514766374673401,1.9249774322803432,0.9321985588818991,7.135873149229262e-05,118.14279907739869,21453.785888364422,21312.474653855046,137.1524681046,20935.786602723143
Total Energy Flows,18,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,19,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,19,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,20,240.95866970348328,1.9213640952888569,0.49389089874862246,0.038803019349740994,3.343804731237811e-08,20.498606789290207,13911.263201212134,13910.527085865195,0.0,13907.820960986595
Total Energy Flows,20,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,21,804.4891212257279,3.36435590267904,0.230922733022208,1.40991264735744,2.3504377105612803e-05,45.8866889184768,10275.943689320424,10080.364893172738,195.5787961476864,9166.90153921536
Total Energy Flows,21,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,22,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,22,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,23,257.271096699,1.7211111532399999,0.171825496997,0.401020732676,5.353079770309999e-06,12.382182033,4248.777795644183,4086.0301097285437,162.74768591564,3910.0531928
Total Energy Flows,23,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,24,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,25,1514.0597277883198,11.5816352809879,3.9288802994591174,7.955881102676194,4.403010375232525e-05,177.03207317274126,68470.91705876311,68131.03076384656,336.40393652478025,60821.502528484154
Total Energy Flows,25,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,26,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,27,975.86572322096,4.8522868826862,0.9712301328236901,3.15177187420029,3.4471367787489695e-05,55.113027565538,14501.125626524105,13671.607636302591,829.5179902215136,12329.32153338
Total Energy Flows,27,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,28,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,28,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,29,308.62421379,1.4419865503,0.13766447367700002,0.89976587352,8.52165427977e-06,15.605874780999999,4906.024843111685,4706.6789672008845,199.3458759108,4458.478713
Total Energy Flows,29,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,30,9.1505558538553,0.05506174921653327,0.31893871046017225,0.0020301758727408895,3.0652620750848704e-08,1.0280002719510475,463.7982526973069,463.78085358266577,0.0,463.71687623688956
Total Energy Flows,30,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,31,3071.6333805737722,11.243224092141126,0.8200959503383288,9.219599076512065,7.240229484634656e-05,148.47157486154933,35724.65814660354,35141.57525694484,583.0828896586818,26348.999636301745
Total Energy Flows,31,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,32,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,33,2588.4558265722612,4.6740202243227875,0.6234035504826121,1.7644900897531994,4.232939186967296e-05,36.163518258206636,8626.522849745763,8064.738216721795,561.7846330239651,7016.909314673011
Total Energy Flows,33,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,34,894.7035894560688,6.058650322993722,0.5458815786838345,8.11559213523441,4.933532880753021e-05,52.270531968411674,12528.980120824011,12029.828498383573,499.1516224404202,4557.164537922206
Total Energy Flows,34,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,35,309.70792408385523,1.4320729982165334,0.4601573628801723,0.5935324437227409,1.574939701293085e-05,18.57502459195105,5660.162146841863,5522.992279622624,137.1524681046,5158.831744236889
Total Energy Flows,35,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,36,1586.8339603940399,14.1377551256734,1.7837587798603431,0.34069629103189897,5.563998710011262e-05,100.59577475739869,16257.421994219865,16253.26322781509,0.0,16240.671734723142
Total Energy Flows,36,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,37,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,37,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,38,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,39,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,40,1854.2568856815121,11.111190147728779,1.8391771132591468,10.905146296108441,7.848705487202229e-05,115.4999842902399,36692.591152916066,35525.933110822814,1165.9219267462938,26884.253839488803
Total Energy Flows,40,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,41,804.4891212257279,3.36435590267904,0.230922733022208,1.40991264735744,2.3504377105612803e-05,45.8866889184768,10275.943689320424,10080.364893172738,195.5787961476864,9166.90153921536
Total Energy Flows,41,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,42,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,43,946.0567065470688,5.779525720053723,0.5117205553638344,8.61433727607841,5.250390331699021e-05,55.49422471641168,13186.227168291512,12650.477355855914,535.7498124355802,5105.590058122207
Total Energy Flows,43,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,44,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,45,266.4216525528553,1.7761729024565331,0.49076420745717225,0.4030509085487409,5.383732391060848e-06,13.410182304951046,4712.576048341491,4549.81096331121,162.74768591564,4373.770069036889
Total Energy Flows,45,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,46,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,46,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,47,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,48,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,49,3225.88831932933,9.01155939407651,0.9974596321694466,9.47906149231161,8.631164090689317e-05,76.05186819361832,16906.72517492559,16008.536605376823,898.1885695487454,7664.020659795217
Total Energy Flows,49,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,50,876.6272350312512,7.244096111234176,3.554824217772283,0.24130970011778444,4.7854715105045505e-08,137.14372323732957,60190.714733583285,60187.23237519153,0.0,60174.39118336195
Total Energy Flows,50,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,51,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,52,937.9898609870687,5.714550418753722,0.5152747341068344,8.30607367040841,5.970099342940021e-05,57.43537425541169,13476.566219324384,13003.009814694986,473.55640462938027,5342.226213122206
Total Energy Flows,52,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,53,975.86572322096,4.8522868826862,0.9712301328236901,3.15177187420029,3.4471367787489695e-05,55.113027565538,14501.125626524105,13671.607636302591,829.5179902215136,12329.32153338
Total Energy Flows,53,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,54,1586.8339603940399,14.1377551256734,1.7837587798603431,0.34069629103189897,5.563998710011262e-05,100.59577475739869,16257.421994219865,16253.26322781509,0.0,16240.671734723142
Total Energy Flows,54,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,55,646.583048610924,4.392600918970256,0.6929947921470068,7.716601578431151,4.4012901657971056e-05,40.91635020736273,8744.000577877134,8407.579242237694,336.40393652478025,1110.828221359096
Total Energy Flows,55,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,56,257.271096699,1.7211111532399999,0.171825496997,0.401020732676,5.353079770309999e-06,12.382182033,4248.777795644183,4086.0301097285437,162.74768591564,3910.0531928
Total Energy Flows,56,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,57,308.62421379,1.4419865503,0.13766447367700002,0.89976587352,8.52165427977e-06,15.605874780999999,4906.024843111685,4706.6789672008845,199.3458759108,4458.478713
Total Energy Flows,57,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,58,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,58,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,59,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,60,183.34340185923847,1.4594466607025773,0.450272775567099,0.029894020746444688,3.275580852058523e-08,15.781883349976232,10554.097040861872,10553.538617006781,0.0,10551.485718042302
Total Energy Flows,60,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,61,2457.8997775847165,10.313648557956704,0.7702680657792377,9.524519725053317,7.5820554770993e-05,128.59497908733812,29709.388002882002,29102.960492679482,606.4275102024958,20373.231645123495
Total Energy Flows,61,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,62,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,63,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,64,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,64,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,65,1788.713936622285,3.2684506534384496,0.7475286514169681,1.2151171125780653,2.9132109531151013e-05,25.890419074468117,6394.532711897518,6008.2883775789,386.2269352039759,5287.842030074584
Total Energy Flows,65,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,66,750.6659409392,3.732528371297077,0.7471001021720693,2.4244399032309927,2.6516436759607466e-05,42.394636588875386,11154.712020403156,10516.621258694304,638.0907617088566,9484.093487215387
Total Energy Flows,66,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,67,847.927026419887,5.7457210224046324,0.5146405792298345,8.042679274747863,4.836204157656475e-05,50.01922614422986,11756.475067070523,11286.913932978383,469.5611340921221,3846.245775594934
Total Energy Flows,67,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,68,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,69,123.75891632999999,0.5670046319411763,0.05814885687882353,0.24355975734999996,6.472424161485883e-06,7.225245308235294,2139.6792505301114,2083.2047048399822,56.47454569012941,1933.282592705882
Total Energy Flows,69,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,70,646.583048610924,4.392600918970256,0.6929947921470068,7.716601578431151,4.4012901657971056e-05,40.91635020736273,8744.000577877134,8407.579242237694,336.40393652478025,1110.828221359096
Total Energy Flows,70,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,71,110.22293349642858,0.5149951965357144,0.04916588345607143,0.3213449548285714,3.0434479570607146e-06,5.573526707499999,1752.1517296827446,1680.9567740003158,71.19495568242857,1592.3138260714288
Total Energy Flows,71,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,72,268.2839433590114,2.409015696979961,0.2986504855303483,0.059999564589605425,9.273490975867957e-06,18.474239400190495,2762.7680337316237,2762.0524097789175,0.0,2759.871078576346
Total Energy Flows,72,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,73,637.4324927570688,4.337539169753723,0.37405608168683446,7.71457140255841,4.398224903722021e-05,39.88834993541168,8280.202325179827,7943.798388655029,336.40393652478025,647.1113451222066
Total Energy Flows,73,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Energy Flows,74,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496
Total Building Component Flows,75,885.5051417103846,11.266632312991135,0.45316373517319747,0.7024148188154611,3.6316325832231033e-08,369.6210753447882,13100.316807870098,13094.827393009247,0.0,13074.634050930112
Total Energy Flows,75,26870.510902440263,68.65877921975596,4.66866961999134,2.8310587161914014,0.0003018274102446073,1208.7278827598016,161.48496,161.48496,0.0,161.48496

Category,Subcategory,Global Warming,Acidification,Respiratory Effects,Eutrophication,Ozone Depletion,Smog,Primary Energy,Non-Renewable Energy,Renewable Energy,Fossil Fuel Energy
,,(kg CO2 eq),(kg SO2 eq),(kg PM2.5 eq),(kg N eq),(kg CFC-11 eq),(kg O3 eq),(MJ),(MJ),(MJ),(MJ)
Total Building Component Flows,Total Building Component Flows,67110.68774895009,380.4034759638072,89.90501884652431,251.14468273182385,0.002163306268827,4981.6564479925655,1042490.2308387469,924779.8455280651,19990.183764086793,707331.2133073399
Total Building Component Flows,Total Structure Flows,19407.12603840645,165.71925828396155,67.43919178544164,12.57840158160804,0.000355676064316,2797.676604449195,523805.78662620526,426085.55343808903,0.03164152172393,415327.7735457349
